Date,Value
1990-01-31,0.0
1990-02-28,0.0
1990-03-31,0.0
1990-04-30,0.0
1990-05-31,0.0
1990-06-30,0.0
1990-07-31,0.0
1990-08-31,0.0
1990-09-30,0.0
1990-10-31,0.0
1990-11-30,0.0
1990-12-31,0.0
1991-01-31,0.0
1991-02-28,0.0
1991-03-31,0.0
1991-04-30,0.0
1991-05-31,0.0
1991-06-30,0.0
1991-07-31,0.0
1991-08-31,0.0
1991-09-30,0.0
1991-10-31,0.0
1991-11-30,0.0
1991-12-31,0.0
1992-01-31,0.0
1992-02-29,0.0
1992-03-31,0.0
1992-04-30,0.0
1992-05-31,0.0
1992-06-30,0.0
1992-07-31,0.0
1992-08-31,0.0
1992-09-30,0.0
1992-10-31,0.0
1992-11-30,0.0
1992-12-31,0.0
1993-01-31,0.0
1993-02-28,0.0
1993-03-31,0.0
1993-04-30,0.0
1993-05-31,0.0
1993-06-30,0.0
1993-07-31,0.0
1993-08-31,0.0
1993-09-30,0.0
1993-10-31,0.0
1993-11-30,0.0
1993-12-31,0.0
1994-01-31,0.0
1994-02-28,0.0
1994-03-31,0.0
1994-04-30,0.0
1994-05-31,0.0
1994-06-30,0.0
1994-07-31,0.0
1994-08-31,0.0
1994-09-30,0.0
1994-10-31,0.0
1994-11-30,0.0
1994-12-31,0.0
1995-01-31,0.0
1995-02-28,0.0
1995-03-31,0.0
1995-04-30,0.0
1995-05-31,0.0
1995-06-30,0.0
1995-07-31,0.0
1995-08-31,0.0
1995-09-30,0.0
1995-10-31,0.0
1995-11-30,0.0
1995-12-31,0.0
1996-01-31,0.0
1996-02-29,0.0
1996-03-31,0.0
1996-04-30,0.0
1996-05-31,0.0
1996-06-30,0.0
1996-07-31,0.0
1996-08-31,0.0
1996-09-30,0.0
1996-10-31,0.0
1996-11-30,0.0
1996-12-31,0.0
1997-01-31,0.0
1997-02-28,0.0
1997-03-31,0.0
1997-04-30,0.0
1997-05-31,0.0
1997-06-30,0.0
1997-07-31,0.0
1997-08-31,0.0
1997-09-30,0.0
1997-10-31,0.0
1997-11-30,0.0
1997-12-31,0.0
1998-01-31,0.0
1998-02-28,0.0
1998-03-31,0.0
1998-04-30,0.0
1998-05-31,0.0
1998-06-30,0.0
1998-07-31,0.0
1998-08-31,0.0
1998-09-30,0.0
1998-10-31,0.0
1998-11-30,0.0
1998-12-31,0.0
1999-01-31,0.0
1999-02-28,0.0
1999-03-31,0.0
1999-04-30,0.0
1999-05-31,0.0
1999-06-30,0.0
1999-07-31,0.0
1999-08-31,0.0
1999-09-30,0.0
1999-10-31,0.0
1999-11-30,0.0
1999-12-31,0.0
2000-01-31,0.0
2000-02-29,0.0
2000-03-31,0.0
2000-04-30,0.0
2000-05-31,0.0
2000-06-30,0.0
2000-07-31,0.0
2000-08-31,0.0
2000-09-30,0.0
2000-10-31,0.0
2000-11-30,0.0
2000-12-31,0.0
2001-01-31,0.0
2001-02-28,0.0
2001-03-31,0.0
2001-04-30,0.0
2001-05-31,0.0
2001-06-30,0.0
2001-07-31,0.0
2001-08-31,0.0
2001-09-30,0.0
2001-10-31,0.0
2001-11-30,0.0
2001-12-31,0.0
2002-01-31,0.0
2002-02-28,0.0
2002-03-31,0.0
2002-04-30,0.0
2002-05-31,0.0
2002-06-30,0.0
2002-07-31,0.0
2002-08-31,0.0
2002-09-30,0.0
2002-10-31,0.0
2002-11-30,0.0
2002-12-31,0.0
2003-01-31,0.0
2003-02-28,0.0
2003-03-31,0.0
2003-04-30,0.0
2003-05-31,0.0
2003-06-30,0.0
2003-07-31,0.0
2003-08-31,0.0
2003-09-30,0.0
2003-10-31,0.0
2003-11-30,0.0
2003-12-31,0.0
2004-01-31,-699.491
2004-02-29,-818.949
2004-03-31,-1436.961
2004-04-30,-1818.616
2004-05-31,-964.159
2004-06-30,-837.828
2004-07-31,-1361.235
2004-08-31,-732.134
2004-09-30,-933.626
2004-10-31,-939.928
2004-11-30,-698.515
2004-12-31,-1135.757
2005-01-31,-506.298
2005-02-28,-579.532
2005-03-31,-468.547
2005-04-30,-420.461
2005-05-31,-994.898
2005-06-30,-534.07
2005-07-31,-713.987
2005-08-31,-675.183
2005-09-30,-854.664
2005-10-31,-814.254
2005-11-30,-817.705
2005-12-31,-838.601
2006-01-31,-458.087
2006-02-28,-1062.442
2006-03-31,-887.762
2006-04-30,-895.811
2006-05-31,-1215.993
2006-06-30,-912.297
2006-07-31,-1120.793
2006-08-31,-1045.0
2006-09-30,-746.355
2006-10-31,-1546.307
2006-11-30,-1381.681
2006-12-31,-1465.675
2007-01-31,-1373.937
2007-02-28,-1329.216
2007-03-31,-1475.639
2007-04-30,-1742.396
2007-05-31,-1996.75
2007-06-30,-2125.965
2007-07-31,-1857.746
2007-08-31,-1296.578
2007-09-30,-1601.113
2007-10-31,-2085.933
2007-11-30,-1269.753
2007-12-31,-2802.838
2008-01-31,-1357.937
2008-02-29,-1242.455
2008-03-31,-2085.522
2008-04-30,-1913.061
2008-05-31,-2154.666
2008-06-30,-2280.089
2008-07-31,-2067.453
2008-08-31,-2166.185
2008-09-30,-2622.155
2008-10-31,-2421.209
2008-11-30,-1986.018
2008-12-31,-2356.888
2009-01-31,-1192.666
2009-02-28,479.912
2009-03-31,-533.863
2009-04-30,-989.045
2009-05-31,-986.788
2009-06-30,-1128.114
2009-07-31,-1380.896
2009-08-31,-1217.605
2009-09-30,-992.441
2009-10-31,-1319.457
2009-11-30,-1409.978
2009-12-31,-1677.164
2010-01-31,-1253.949
2010-02-28,-1242.035
2010-03-31,-1720.059
2010-04-30,-767.628
2010-05-31,-1260.127
2010-06-30,-1334.798
2010-07-31,-1886.13
2010-08-31,-1683.503
2010-09-30,-1884.811
2010-10-31,-1152.513
2010-11-30,-2133.586
2010-12-31,-2267.426
2011-01-31,-1296.266
2011-02-28,-1196.781
2011-03-31,-1402.175
2011-04-30,-874.689
2011-05-31,-1545.534
2011-06-30,-3362.513
2011-07-31,-2796.189
2011-08-31,-1554.799
2011-09-30,-1265.808
2011-10-31,-1122.334
2011-11-30,-721.512
2011-12-31,-2190.78
2012-01-31,-1927.782
2012-02-29,-1852.281
2012-03-31,-1975.081
2012-04-30,-723.283
2012-05-31,-1354.326
2012-06-30,-2051.29
2012-07-31,-2536.536
2012-08-31,-858.708
2012-09-30,-576.608
2012-10-31,213.047
2012-11-30,-186.829
2012-12-31,-2055.637
2013-01-31,-1105.4
2013-02-28,-414.867
2013-03-31,-815.119
2013-04-30,-410.069
2013-05-31,-601.934
2013-06-30,-2060.975
2013-07-31,-1670.118
2013-08-31,-61.94
2013-09-30,-125.085
2013-10-31,-19.808
2013-11-30,376.964
2013-12-31,-852.247
2014-01-31,-1532.812
2014-02-28,-1299.688
2014-03-31,-922.674
2014-04-30,-903.397
2014-05-31,-1248.327
2014-06-30,-2683.782
2014-07-31,-1666.81
2014-08-31,-986.666
2014-09-30,-634.625
2014-10-31,443.585
2014-11-30,943.235
2014-12-31,-1387.742
2015-01-31,-434.983
2015-02-28,-413.315
2015-03-31,-821.631
2015-04-30,-25.635
2015-05-31,-143.834
2015-06-30,-2068.464
2015-07-31,-1527.319
2015-08-31,-937.964
2015-09-30,-611.253
2015-10-31,501.085
2015-11-30,1330.526
2015-12-31,-511.888
2016-01-31,57.858
2016-02-29,-368.888
2016-03-31,-641.485
2016-04-30,-351.23
2016-05-31,-506.139
2016-06-30,1142.835
2016-07-31,-1253.764
2016-08-31,-1604.469
2016-09-30,-1816.143
2016-10-31,350.075
2016-11-30,1210.176
2016-12-31,-746.221
2017-01-31,171.281
2017-02-28,-350.501
2017-03-31,-69.977
2017-04-30,-292.865
2017-05-31,-985.053
2017-06-30,-998.039
2017-07-31,-1036.768
2017-08-31,-408.522
2017-09-30,-415.989
2017-10-31,218.873
2017-11-30,203.702
2017-12-31,-1561.892
2018-01-31,-110.491
2018-02-28,-730.556
2018-03-31,-1167.439
2018-04-30,-370.798
2018-05-31,-624.966
2018-06-30,-914.546
2018-07-31,-1768.074
2018-08-31,-2087.373
2018-09-30,-777.563
2018-10-31,-218.836
2018-11-30,360.55
2018-12-31,-1506.525
2019-01-31,-300.821
2019-02-28,-1117.54
2019-03-31,319.302
2019-04-30,-273.423
2019-05-31,-628.992
2019-06-30,-343.849
2019-07-31,-1168.421
2019-08-31,-1217.722
2019-09-30,289.677
2019-10-31,-195.291
2019-11-30,1761.768
2019-12-31,1445.03
2020-01-31,401.342
2020-02-29,564.471
2020-03-31,14.863
2020-04-30,231.97
2020-05-31,645.732
2020-06-30,3255.356
2020-07-31,-316.231
2020-08-31,517.326
2020-09-30,1384.608
2020-10-31,2532.679
2020-11-30,2166.033
2020-12-31,1256.653
2021-01-31,425.734
2021-02-28,-264.41
2021-03-31,308.976
2021-04-30,1126.835
2021-05-31,-180.429
2021-06-30,792.13
2021-07-31,-1793.004
2021-08-31,-1936.65
2021-09-30,-1582.505
2021-10-31,-408.42
2021-11-30,-1524.899
2021-12-31,-2753.776
2022-01-31,-453.408
2022-02-28,-3196.716
2022-03-31,-2334.491
2022-04-30,-2361.609
2022-05-31,-972.144
2022-06-30,1227.225
2022-07-31,-866.776
2022-08-31,-1963.443
2022-09-30,-1870.105
2022-10-31,-82.848
2022-11-30,-547.864
2022-12-31,-1470.367
2023-01-31,1910.837
2023-02-28,1466.826
2023-03-31,2053.164
2023-04-30,-355.137
2023-05-31,235.53
2023-06-30,1995.382
2023-07-31,-308.57
2023-08-31,533.17
2023-09-30,1383.618
2023-10-31,1950.388
2023-11-30,935.72
2023-12-31,-235.836
2024-01-31,1983.371
2024-02-29,1807.156
2024-03-31,1586.292
2024-04-30,1035.186
2024-05-31,-76.175
2024-06-30,114.327
2024-07-31,-236.82
2024-08-31,-2020.401
2024-09-30,-808.923
2024-10-31,918.704
2024-11-30,-280.724
2024-12-31,-1425.397
2025-01-31,-34.851
2025-02-28,114.327
2025-03-31,-1135.818
2025-04-30,-423.659
2025-05-31,-1005.219
2025-06-30,-194.806
2025-07-31,-1167.096
2025-08-31,-3045.311
2025-09-30,-723.898
2025-10-31,2054.231
2025-11-30,-460.162
